City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
317,asubulaq,49.5583,83.0558,45.57200000000004,84,100,2.83,KZ,1716786424
318,kodinsk,58.6881,99.1844,71.43800000000005,40,88,3.59,RU,1716786290
319,svetlyy,54.675,20.1347,60.854000000000056,79,84,5.07,RU,1716786425
320,barysh,53.6553,47.1123,54.104000000000056,49,0,3.41,RU,1716786425
321,bikenibeu village,1.3673,173.1241,87.76400000000004,74,20,4.63,KI,1716786425
322,nova xavantina,-14.6667,-52.35,69.8,67,20,1.24,BR,1716786425
323,pitimbu,-7.4706,-34.8086,73.99400000000007,86,100,5.47,BR,1716786425
324,aswan,24.0934,32.907,89.79800000000003,17,0,1.69,EG,1716786425
325,waingapu,-9.6567,120.2641,86.0,61,84,7.46,ID,1716786261
326,westport,41.1415,-73.3579,69.27800000000006,91,100,3.6,US,1716786426
327,chernyshevskiy,63.0128,112.4714,66.66800000000009,43,3,2.69,RU,1716786426
328,gadzhiyevo,69.2551,33.3362,46.70600000000003,83,100,5.75,RU,1716786426
329,urangan,-25.3,152.9,72.19400000000007,76,4,2.68,AU,1716786426
330,kavaratti,10.5669,72.642,83.94800000000002,83,100,5.8,IN,1716786426
